Left,Gestures,index_finger_dip,index_finger_mcp,index_finger_pip,index_finger_tip,middle_finger_dip,middle_finger_mcp,middle_finger_pip,middle_finger_tip,pinky_finger_dip,pinky_finger_mcp,pinky_finger_pip,pinky_finger_tip,ring_finger_dip,ring_finger_mcp,ring_finger_pip,ring_finger_tip,thumb_cmc,thumb_ip,thumb_mcp,thumb_tip,wrist
0.0,{'None': 0.751464486122131},"{'x': 0.241546958684921, 'y': 0.429700642824173, 'z': -0.025942221283913}","{'x': 0.179923951625824, 'y': 0.530592262744904, 'z': -0.004643912427127}","{'x': 0.223267778754234, 'y': 0.474672108888626, 'z': -0.013947659172118}","{'x': 0.253335863351822, 'y': 0.391427397727966, 'z': -0.034752391278744}","{'x': 0.206775546073914, 'y': 0.368979752063751, 'z': -0.012981725856662}","{'x': 0.156278938055038, 'y': 0.498955279588699, 'z': 0.001201446517371}","{'x': 0.193142160773277, 'y': 0.424382895231247, 'z': -0.002982718637213}","{'x': 0.217550277709961, 'y': 0.324462354183197, 'z': -0.020687967538834}","{'x': 0.074734851717949, 'y': 0.392726540565491, 'z': -0.01896839402616}","{'x': 0.085235223174095, 'y': 0.490925669670105, 'z': -0.000926128879655}","{'x': 0.078895002603531, 'y': 0.433655083179474, 'z': -0.011283380910754}","{'x': 0.075431481003761, 'y': 0.356962442398071, 'z': -0.023840520530939}","{'x': 0.167878866195679, 'y': 0.370414227247238, 'z': -0.017864467576146}","{'x': 0.124838829040527, 'y': 0.486702352762222, 'z': 0.00191196531523}","{'x': 0.154581695795059, 'y': 0.416126012802124, 'z': -0.005384285002947}","{'x': 0.180621534585953, 'y': 0.335176527500153, 'z': -0.027279669418931}","{'x': 0.108763501048088, 'y': 0.66878741979599, 'z': -0.031016029417515}","{'x': 0.157076776027679, 'y': 0.555972933769226, 'z': -0.043520096689463}","{'x': 0.144762173295021, 'y': 0.616992950439453, 'z': -0.038764730095863}","{'x': 0.156375378370285, 'y': 0.516088247299194, 'z': -0.046492200344801}","{'x': 0.063022151589394, 'y': 0.69231504201889, 'z': 5.02421017e-07}"
0.0,{'None': 0.735867440700531},"{'x': 0.254083901643753, 'y': 0.155179709196091, 'z': -0.026786306872964}","{'x': 0.20653960108757, 'y': 0.263570964336395, 'z': -0.008807556703687}","{'x': 0.242188885807991, 'y': 0.201530203223228, 'z': -0.017105078324676}","{'x': 0.259154230356216, 'y': 0.111479699611664, 'z': -0.034833531826735}","{'x': 0.218206033110619, 'y': 0.127382516860962, 'z': -0.014649351127446}","{'x': 0.179681047797203, 'y': 0.241640016436577, 'z': -0.002343565691262}","{'x': 0.208496809005737, 'y': 0.175111442804337, 'z': -0.006909091491252}","{'x': 0.224552750587463, 'y': 0.086493507027626, 'z': -0.021043684333563}","{'x': 0.087789587676525, 'y': 0.151949107646942, 'z': -0.026994097977877}","{'x': 0.10899730026722, 'y': 0.244853213429451, 'z': -0.003102715592831}","{'x': 0.096110194921494, 'y': 0.191076755523682, 'z': -0.01707674190402}","{'x': 0.081762552261353, 'y': 0.117477551102638, 'z': -0.03294451162219}","{'x': 0.176258057355881, 'y': 0.131777420639992, 'z': -0.022441560402513}","{'x': 0.147487908601761, 'y': 0.237386345863342, 'z': -0.001033648266457}","{'x': 0.164913907647133, 'y': 0.175443917512894, 'z': -0.010446282103658}","{'x': 0.184526532888412, 'y': 0.096781194210052, 'z': -0.030847700312734}","{'x': 0.157592102885246, 'y': 0.398538261651993, 'z': -0.031716652214527}","{'x': 0.181358635425568, 'y': 0.278004854917526, 'z': -0.044127512723207}","{'x': 0.183101087808609, 'y': 0.344724655151367, 'z': -0.039707202464342}","{'x': 0.173104494810104, 'y': 0.233034640550613, 'z': -0.046621020883322}","{'x': 0.111383199691772, 'y': 0.430025100708008, 'z': 3.68372781e-07}"
0.0,{'Open_Palm': 0.61789733171463},"{'x': 0.225488215684891, 'y': 0.103054247796535, 'z': 0.007560663856566}","{'x': 0.196913853287697, 'y': 0.200370982289314, 'z': 0.015281766653061}","{'x': 0.215773344039917, 'y': 0.144237399101257, 'z': 0.01283507887274}","{'x': 0.232267469167709, 'y': 0.070304647088051, 'z': 0.002717426978052}","{'x': 0.160771623253822, 'y': 0.07371386885643, 'z': 0.009112907573581}","{'x': 0.161603674292564, 'y': 0.182333871722221, 'z': 0.016894174739718}","{'x': 0.159293040633202, 'y': 0.115131020545959, 'z': 0.015169460326433}","{'x': 0.165625706315041, 'y': 0.037032559514046, 'z': 0.004520354792476}","{'x': 0.09043550491333, 'y': 0.080572172999382, 'z': -0.008511262014508}","{'x': 0.099279813468456, 'y': 0.184620290994644, 'z': 0.007404237054288}","{'x': 0.08993399143219, 'y': 0.12280735373497, 'z': -0.002843772294}","{'x': 0.095610283315182, 'y': 0.041044488549232, 'z': -0.011487396433949}","{'x': 0.13093413412571, 'y': 0.065995424985886, 'z': -0.00167156860698}","{'x': 0.130166828632355, 'y': 0.177610650658607, 'z': 0.013372548855841}","{'x': 0.124251037836075, 'y': 0.109310321509838, 'z': 0.005579249002039}","{'x': 0.139593660831451, 'y': 0.028370827436447, 'z': -0.00599638838321}","{'x': 0.202337056398392, 'y': 0.328009784221649, 'z': -0.018675042316318}","{'x': 0.24524798989296, 'y': 0.209025412797928, 'z': -0.021161839365959}","{'x': 0.237026989459991, 'y': 0.276640772819519, 'z': -0.020022725686431}","{'x': 0.257062047719955, 'y': 0.157999843358994, 'z': -0.021964030340314}","{'x': 0.138738751411438, 'y': 0.357737869024277, 'z': 3.75782946e-07}"
0.0,{'None': 0.999631404876709},"{'x': 0.272336959838867, 'y': 0.204473346471786, 'z': 0.110898189246655}","{'x': 0.259151667356491, 'y': 0.3028644323349, 'z': 0.064220063388348}","{'x': 0.247231498360634, 'y': 0.228224918246269, 'z': 0.081611432135105}","{'x': 0.294959187507629, 'y': 0.219260528683662, 'z': 0.134764268994331}","{'x': 0.323825776576996, 'y': 0.210936263203621, 'z': 0.05800886079669}","{'x': 0.277778148651123, 'y': 0.303715586662292, 'z': 0.018803002312779}","{'x': 0.292905926704407, 'y': 0.209552466869354, 'z': 0.027348110452294}","{'x': 0.338762372732162, 'y': 0.234990626573563, 'z': 0.085601665079594}","{'x': 0.380222827196121, 'y': 0.332891464233398, 'z': 0.004813681356609}","{'x': 0.335799127817154, 'y': 0.330999672412872, 'z': -0.04784507676959}","{'x': 0.372282117605209, 'y': 0.30840677022934, 'z': -0.025089493021369}","{'x': 0.37701627612114, 'y': 0.357475399971008, 'z': 0.028496243059635}","{'x': 0.363075613975525, 'y': 0.28330859541893, 'z': 0.049501400440931}","{'x': 0.303888946771622, 'y': 0.315378814935684, 'z': -0.017984254285693}","{'x': 0.339476823806763, 'y': 0.254443913698196, 'z': 0.003442041343078}","{'x': 0.367481708526611, 'y': 0.308984130620956, 'z': 0.080858565866947}","{'x': 0.299697250127792, 'y': 0.418205857276917, 'z': 0.098701655864716}","{'x': 0.312197089195251, 'y': 0.325902462005615, 'z': 0.14982171356678}","{'x': 0.301802456378937, 'y': 0.369701147079468, 'z': 0.133409097790718}","{'x': 0.32439187169075, 'y': 0.291689097881317, 'z': 0.167589530348778}","{'x': 0.29494234919548, 'y': 0.490723788738251, 'z': -1.80360516e-07}"
0.0,{'None': 0.990222215652466},"{'x': 0.459538340568542, 'y': 0.317123740911484, 'z': 0.04328940063715}","{'x': 0.381798386573792, 'y': 0.344912528991699, 'z': 0.040615543723106}","{'x': 0.428561568260193, 'y': 0.322260797023773, 'z': 0.044135559350252}","{'x': 0.483144164085388, 'y': 0.316138088703156, 'z': 0.041800163686275}","{'x': 0.47013121843338, 'y': 0.419175446033478, 'z': 0.015070058405399}","{'x': 0.38202315568924, 'y': 0.346209764480591, 'z': 0.017278529703617}","{'x': 0.450767695903778, 'y': 0.371301174163818, 'z': 0.016643911600113}","{'x': 0.471798002719879, 'y': 0.457325100898743, 'z': 0.014883904717863}","{'x': 0.444500297307968, 'y': 0.444657951593399, 'z': -0.008237339556217}","{'x': 0.385027468204498, 'y': 0.389365047216415, 'z': -0.022118547931314}","{'x': 0.435807406902313, 'y': 0.413833022117615, 'z': -0.015256213955581}","{'x': 0.442148119211197, 'y': 0.471859872341156, 'z': -0.00309905060567}","{'x': 0.464552104473114, 'y': 0.437773942947388, 'z': -0.000234279752476}","{'x': 0.383817404508591, 'y': 0.364080309867859, 'z': -0.003649052698165}","{'x': 0.450873613357544, 'y': 0.392231792211533, 'z': -0.00267597194761}","{'x': 0.462887674570084, 'y': 0.475068807601929, 'z': 0.001972603844479}","{'x': 0.330640286207199, 'y': 0.452980101108551, 'z': 0.039938617497683}","{'x': 0.394340842962265, 'y': 0.399276733398438, 'z': 0.056658681482077}","{'x': 0.366004377603531, 'y': 0.417007952928543, 'z': 0.054052516818047}","{'x': 0.418216794729233, 'y': 0.392613381147385, 'z': 0.056997142732143}","{'x': 0.284011095762253, 'y': 0.490878939628601, 'z': -2.478976e-08}"
0.0,{'None': 0.982998669147491},"{'x': 0.449466466903687, 'y': 0.367366254329681, 'z': -0.019123148173094}","{'x': 0.371843457221985, 'y': 0.402306526899338, 'z': 0.001854579662904}","{'x': 0.419454485177994, 'y': 0.385363519191742, 'z': -0.010525207035244}","{'x': 0.473787128925323, 'y': 0.348869144916534, 'z': -0.026466699317098}","{'x': 0.437150210142136, 'y': 0.471041828393936, 'z': -0.04083813726902}","{'x': 0.36071839928627, 'y': 0.396294057369232, 'z': -0.016905127093196}","{'x': 0.413086235523224, 'y': 0.432979822158813, 'z': -0.032464489340782}","{'x': 0.455087631940842, 'y': 0.504666686058044, 'z': -0.046918999403715}","{'x': 0.37377604842186, 'y': 0.454009234905243, 'z': -0.065028667449951}","{'x': 0.321908384561539, 'y': 0.411803543567657, 'z': -0.051770392805338}","{'x': 0.355339467525482, 'y': 0.432147711515427, 'z': -0.062602967023849}","{'x': 0.388810455799103, 'y': 0.475712358951569, 'z': -0.067122079432011}","{'x': 0.41461056470871, 'y': 0.475655227899551, 'z': -0.055392328649759}","{'x': 0.342757940292358, 'y': 0.400283217430115, 'z': -0.034956648945808}","{'x': 0.391722559928894, 'y': 0.438117682933807, 'z': -0.049710214138031}","{'x': 0.432312369346619, 'y': 0.50818794965744, 'z': -0.05974530056119}","{'x': 0.29691281914711, 'y': 0.460701584815979, 'z': 0.016905127093196}","{'x': 0.372580111026764, 'y': 0.449425041675568, 'z': 0.011372540146112}","{'x': 0.342393457889557, 'y': 0.454550892114639, 'z': 0.017245722934604}","{'x': 0.399812787771225, 'y': 0.446186631917953, 'z': 0.004188899416476}","{'x': 0.234811514616013, 'y': 0.438211619853973, 'z': 2.23853988e-07}"
0.0,{'Open_Palm': 0.639878332614899},"{'x': 0.395053833723068, 'y': 0.376330554485321, 'z': -0.086380779743195}","{'x': 0.322199732065201, 'y': 0.451480805873871, 'z': -0.05008477345109}","{'x': 0.368206262588501, 'y': 0.408378720283508, 'z': -0.072530172765255}","{'x': 0.416800141334534, 'y': 0.343791365623474, 'z': -0.096459574997425}","{'x': 0.340882360935211, 'y': 0.314476370811462, 'z': -0.08551511913538}","{'x': 0.295491009950638, 'y': 0.415034770965576, 'z': -0.048291616141796}","{'x': 0.322322130203247, 'y': 0.354807734489441, 'z': -0.071169853210449}","{'x': 0.35700136423111, 'y': 0.277966201305389, 'z': -0.096026740968227}","{'x': 0.264198660850525, 'y': 0.293050616979599, 'z': -0.079888306558132}","{'x': 0.236445307731628, 'y': 0.38517639040947, 'z': -0.049775611609221}","{'x': 0.251385122537613, 'y': 0.328647494316101, 'z': -0.070118688046932}","{'x': 0.2782963514328, 'y': 0.262072503566742, 'z': -0.085947945713997}","{'x': 0.314926952123642, 'y': 0.28406810760498, 'z': -0.082485295832157}","{'x': 0.266006648540497, 'y': 0.393432557582855, 'z': -0.048075199127197}","{'x': 0.292458891868591, 'y': 0.328367203474045, 'z': -0.069809526205063}","{'x': 0.336125761270523, 'y': 0.24443393945694, 'z': -0.091203756630421}","{'x': 0.274432718753815, 'y': 0.541954815387726, 'z': -0.029803533107042}","{'x': 0.367408096790314, 'y': 0.509648561477661, 'z': -0.057628404349089}","{'x': 0.328053891658783, 'y': 0.528994798660278, 'z': -0.045570958405733}","{'x': 0.400427877902985, 'y': 0.495384693145752, 'z': -0.070798851549625}","{'x': 0.224355816841125, 'y': 0.526326656341553, 'z': 3.69143407e-07}"
1.0,{'None': 0.972876250743866},"{'x': 0.060545034706593, 'y': 0.298683226108551, 'z': -0.016436856240034}","{'x': 0.096621438860893, 'y': 0.349142640829086, 'z': 0.002596972277388}","{'x': 0.085376545786858, 'y': 0.30938246846199, 'z': -0.006631744094193}","{'x': 0.039306573569775, 'y': 0.300902217626572, 'z': -0.021456392481923}","{'x': 0.049460351467133, 'y': 0.296037763357162, 'z': -0.011298211291432}","{'x': 0.092146307229996, 'y': 0.343775242567062, 'z': 0.00478982925415}","{'x': 0.075177624821663, 'y': 0.305661708116531, 'z': -0.002384279854596}","{'x': 0.029470607638359, 'y': 0.297820836305618, 'z': -0.016241179779172}","{'x': 0.042939763516188, 'y': 0.300615310668945, 'z': -0.000271847267868}","{'x': 0.073589719831944, 'y': 0.340971261262894, 'z': 0.004947221372277}","{'x': 0.060507286339998, 'y': 0.309627264738083, 'z': 3.8816331653e-05}","{'x': 0.028780179098248, 'y': 0.301015377044678, 'z': 0.00140376877971}","{'x': 0.04599840939045, 'y': 0.294742226600647, 'z': -0.005627836566418}","{'x': 0.084332458674908, 'y': 0.34128275513649, 'z': 0.005257751792669}","{'x': 0.068522371351719, 'y': 0.305297255516052, 'z': -0.001096428488381}","{'x': 0.027657007798553, 'y': 0.296782493591309, 'z': -0.007461243309081}","{'x': 0.04287688434124, 'y': 0.383557349443436, 'z': -0.008031258359551}","{'x': 0.080095753073692, 'y': 0.323647707700729, 'z': -0.007235790137202}","{'x': 0.067269891500473, 'y': 0.350803315639496, 'z': -0.007937674410641}","{'x': 0.080943435430527, 'y': 0.300625860691071, 'z': -0.005802244413644}","{'x': 0.02810881473124, 'y': 0.408947050571442, 'z': -3.28437096e-07}"
0.0,{'None': 0.987864315509796},"{'x': 0.193111211061478, 'y': 0.339147508144379, 'z': -0.056579235941172}","{'x': 0.140373855829239, 'y': 0.412693977355957, 'z': -0.030930630862713}","{'x': 0.192050918936729, 'y': 0.379122972488403, 'z': -0.044168099761009}","{'x': 0.183160930871964, 'y': 0.302965611219406, 'z': -0.063805565237999}","{'x': 0.138715699315071, 'y': 0.309370249509811, 'z': -0.044006075710058}","{'x': 0.126610264182091, 'y': 0.390620648860931, 'z': -0.005245569627732}","{'x': 0.165535673499107, 'y': 0.335206508636475, 'z': -0.025032909587026}","{'x': 0.109719447791576, 'y': 0.306940913200378, 'z': -0.05162126198411}","{'x': 0.091492161154747, 'y': 0.315688490867615, 'z': 0.005095696076751}","{'x': 0.090705171227455, 'y': 0.371842533349991, 'z': 0.032048609107733}","{'x': 0.105311848223209, 'y': 0.334997594356537, 'z': 0.018341265618801}","{'x': 0.073429346084595, 'y': 0.3132663667202, 'z': -0.000582784821745}","{'x': 0.11656741052866, 'y': 0.31504413485527, 'z': -0.019151391461492}","{'x': 0.109025686979294, 'y': 0.376901865005493, 'z': 0.015554429031909}","{'x': 0.138337463140488, 'y': 0.332095146179199, 'z': -0.001019746763632}","{'x': 0.092539377510548, 'y': 0.316224187612534, 'z': -0.026086075231433}","{'x': 0.035949885845184, 'y': 0.466104537248611, 'z': -0.057065311819315}","{'x': 0.054718866944313, 'y': 0.351954936981201, 'z': -0.08626227080822}","{'x': 0.052536498755217, 'y': 0.41552746295929, 'z': -0.076605565845966}","{'x': 0.06037837266922, 'y': 0.294925540685654, 'z': -0.091706320643425}","{'x': 0.02207188308239, 'y': 0.492602318525314, 'z': 4.7221121e-08}"
1.0,{'None': 0.618528366088867},"{'x': 0.497783720493317, 'y': 0.419736087322235, 'z': 0.037314679473639}","{'x': 0.534740328788757, 'y': 0.512732684612274, 'z': 0.025108467787504}","{'x': 0.505652666091919, 'y': 0.458883255720139, 'z': 0.036873284727335}","{'x': 0.498089730739594, 'y': 0.383623600006104, 'z': 0.035888642072678}","{'x': 0.537836015224457, 'y': 0.436635434627533, 'z': 0.05042065307498}","{'x': 0.566134512424469, 'y': 0.507058262825012, 'z': 0.043494179844856}","{'x': 0.542661666870117, 'y': 0.461242586374283, 'z': 0.056090857833624}","{'x': 0.545898258686066, 'y': 0.420846223831177, 'z': 0.045870911329985}","{'x': 0.631195187568665, 'y': 0.462627768516541, 'z': 0.055785275995731}","{'x': 0.625903367996216, 'y': 0.517154097557068, 'z': 0.063764296472073}","{'x': 0.628652155399323, 'y': 0.481168627738953, 'z': 0.065563827753067}","{'x': 0.634602725505829, 'y': 0.44575560092926, 'z': 0.048315551131964}","{'x': 0.580268144607544, 'y': 0.446148753166199, 'z': 0.046889513731003}","{'x': 0.595850706100464, 'y': 0.511908948421478, 'z': 0.055445745587349}","{'x': 0.584547996520996, 'y': 0.465624332427979, 'z': 0.061251759529114}","{'x': 0.584197342395782, 'y': 0.430028587579727, 'z': 0.03619422018528}","{'x': 0.59075140953064, 'y': 0.611156404018402, 'z': -0.03366469591856}","{'x': 0.566973090171814, 'y': 0.479875087738037, 'z': -0.026551481336355}","{'x': 0.563562750816345, 'y': 0.545169591903687, 'z': -0.032714005559683}","{'x': 0.568011522293091, 'y': 0.425040602684021, 'z': -0.017587810754776}","{'x': 0.638642609119415, 'y': 0.652616679668427, 'z': 4.95031429e-07}"
1.0,{'None': 0.939981162548065},"{'x': 0.511776685714722, 'y': 0.335152328014374, 'z': -0.032181229442358}","{'x': 0.552176237106323, 'y': 0.412659913301468, 'z': -0.010353761725128}","{'x': 0.529250144958496, 'y': 0.361721903085709, 'z': -0.021789373829961}","{'x': 0.494248360395432, 'y': 0.315644800662994, 'z': -0.040592234581709}","{'x': 0.564000844955444, 'y': 0.293782591819763, 'z': -0.0361124612391}","{'x': 0.578015029430389, 'y': 0.402631103992462, 'z': -0.018254313617945}","{'x': 0.57430112361908, 'y': 0.330989986658096, 'z': -0.026010114699602}","{'x': 0.551168322563171, 'y': 0.270268499851227, 'z': -0.044828206300735}","{'x': 0.598494470119476, 'y': 0.422229111194611, 'z': -0.063813917338848}","{'x': 0.623679995536804, 'y': 0.438581347465515, 'z': -0.039129450917244}","{'x': 0.615782618522644, 'y': 0.417693495750427, 'z': -0.055402912199497}","{'x': 0.58106517791748, 'y': 0.429901272058487, 'z': -0.069969795644283}","{'x': 0.590687394142151, 'y': 0.322598338127136, 'z': -0.056865695863962}","{'x': 0.60249525308609, 'y': 0.413633793592453, 'z': -0.028478559106588}","{'x': 0.607074379920959, 'y': 0.352649331092834, 'z': -0.042115967720747}","{'x': 0.57270747423172, 'y': 0.302973866462708, 'z': -0.068263217806816}","{'x': 0.573511302471161, 'y': 0.549098610877991, 'z': -0.0107880262658}","{'x': 0.503742218017578, 'y': 0.507803082466125, 'z': -0.027549080550671}","{'x': 0.53366094827652, 'y': 0.523542106151581, 'z': -0.018955230712891}","{'x': 0.475788772106171, 'y': 0.498161166906357, 'z': -0.037361916154623}","{'x': 0.615412950515747, 'y': 0.554940342903137, 'z': 2.07392802e-07}"
1.0,{'None': 0.883315980434418},"{'x': 0.505100905895233, 'y': 0.303616523742676, 'z': -0.031291238963604}","{'x': 0.543830513954163, 'y': 0.380341738462448, 'z': -0.010758254677057}","{'x': 0.521085858345032, 'y': 0.332010179758072, 'z': -0.021123100072145}","{'x': 0.488610208034515, 'y': 0.281018435955048, 'z': -0.039946261793375}","{'x': 0.563791632652283, 'y': 0.263844102621078, 'z': -0.031049139797688}","{'x': 0.571820557117462, 'y': 0.369003176689148, 'z': -0.016962030902505}","{'x': 0.571391999721527, 'y': 0.301221042871475, 'z': -0.022545430809259}","{'x': 0.552145600318909, 'y': 0.238982856273651, 'z': -0.039159443229437}","{'x': 0.614618301391602, 'y': 0.385419696569443, 'z': -0.057589199393988}","{'x': 0.619278609752655, 'y': 0.405939519405365, 'z': -0.035800326615572}","{'x': 0.626270592212677, 'y': 0.37975949048996, 'z': -0.05035650357604}","{'x': 0.597959876060486, 'y': 0.396404623985291, 'z': -0.063187725841999}","{'x': 0.597120583057404, 'y': 0.288156628608704, 'z': -0.050477553158998}","{'x': 0.597210049629211, 'y': 0.37933349609375, 'z': -0.025919677689672}","{'x': 0.609168887138367, 'y': 0.317123353481293, 'z': -0.037525277584791}","{'x': 0.579914391040802, 'y': 0.269679129123688, 'z': -0.061099626123905}","{'x': 0.566444754600525, 'y': 0.521849811077118, 'z': -0.01333811879158}","{'x': 0.495014190673828, 'y': 0.482797086238861, 'z': -0.030746515840292}","{'x': 0.525936126708984, 'y': 0.496951431035995, 'z': -0.022076362743974}","{'x': 0.466068863868713, 'y': 0.473756194114685, 'z': -0.040400199592113}","{'x': 0.609424948692322, 'y': 0.527446925640106, 'z': 2.2488021e-07}"
